2019-02-21 18:33:50.643434,177.98
2019-02-21 18:33:50.643434,177.98
2019-02-21 18:33:50.643434,177.98
2019-02-21 18:33:50.644431,177.98
2019-02-21 18:33:50.644431,177.98
2019-02-21 18:33:50.645436,177.98
2019-02-21 18:33:50.819326,177.98
2019-02-21 18:33:50.819326,177.98
2019-02-21 18:33:50.820326,177.98
2019-02-21 18:33:50.820326,177.98
2019-02-21 18:33:50.821326,177.98
2019-02-21 18:33:50.821326,177.98
2019-02-21 18:33:50.822325,177.98
2019-02-21 18:33:50.958247,180
2019-02-21 18:33:50.958247,180
2019-02-21 18:33:50.959246,180
2019-02-21 18:33:50.959246,180
2019-02-21 18:33:50.959246,180
2019-02-21 18:33:50.959246,180
2019-02-21 18:33:50.960246,180
2019-02-21 18:33:51.093173,179.74
2019-02-21 18:33:51.093173,179.74
2019-02-21 18:33:51.094171,179.74
2019-02-21 18:33:51.094171,179.74
2019-02-21 18:33:51.094171,179.74
2019-02-21 18:33:51.094171,179.74
2019-02-21 18:33:51.095168,179.74
2019-02-21 18:33:51.229096,179.74
2019-02-21 18:33:51.230091,179.74
2019-02-21 18:33:51.231090,179.74
2019-02-21 18:33:51.231090,179.74
2019-02-21 18:33:51.232091,179.74
2019-02-21 18:33:51.232091,179.74
2019-02-21 18:33:51.233091,179.74
2019-02-21 18:33:51.369020,180
2019-02-21 18:33:51.369020,180
2019-02-21 18:33:51.370010,180
2019-02-21 18:33:51.371010,180
2019-02-21 18:33:51.371010,180
2019-02-21 18:33:51.372018,180
2019-02-21 18:33:51.372018,180
2019-02-21 18:33:51.524922,180
2019-02-21 18:33:51.524922,180
2019-02-21 18:33:51.525921,180
2019-02-21 18:33:51.525921,180
2019-02-21 18:33:51.525921,180
2019-02-21 18:33:51.526921,180
2019-02-21 18:33:51.526921,180
2019-02-21 18:33:51.667845,179.74
2019-02-21 18:33:51.668846,179.74
2019-02-21 18:33:51.669846,179.74
2019-02-21 18:33:51.670837,179.74
2019-02-21 18:33:51.670837,179.74
2019-02-21 18:33:51.671837,179.74
2019-02-21 18:33:51.672839,179.74
2019-02-21 18:33:51.829746,179.74
2019-02-21 18:33:51.830745,179.74
2019-02-21 18:33:51.831745,179.74
2019-02-21 18:33:51.831745,179.74
2019-02-21 18:33:51.832744,179.74
2019-02-21 18:33:51.832744,179.74
2019-02-21 18:33:51.833743,179.74
2019-02-21 18:33:52.068651,179.74
2019-02-21 18:33:52.069652,179.74
2019-02-21 18:33:52.070650,179.74
2019-02-21 18:33:52.070650,179.74
2019-02-21 18:33:52.071650,179.74
2019-02-21 18:33:52.071650,179.74
2019-02-21 18:33:52.072650,179.74
2019-02-21 18:33:52.231558,179.74
2019-02-21 18:33:52.232557,179.74
2019-02-21 18:33:52.232557,179.74
2019-02-21 18:33:52.233557,179.74
2019-02-21 18:33:52.233557,179.74
2019-02-21 18:33:52.234557,179.74
2019-02-21 18:33:52.234557,179.74
2019-02-21 18:33:52.361484,178.25
2019-02-21 18:33:52.362486,178.25
2019-02-21 18:33:52.363482,178.25
